name,occurrences,essays
"Ciaureli Michail Ediserovi√®'","1","Filosofia e letteratura;Sciolti dal «giuramento»;"
"Cicerone Marco Tullio","2","Vittorini: progettazione e letteratura;11 fantastico nella letteratura italiana;Il libro, i libri;"
"CiecodiFerrara","1","Vittorini: progettazione e letteratura;Libri di cavalleria: Tírant lo Blanc;"
"Cigoli Ludovico","1","Dialogo di due scrittori in crisi;Il libro della natura in Galileo;"
"Cinelli Delfino","1","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Cioran EÃÅmile","1","Vittorini: progettazione e letteratura;Perché leggere i classici;"
"Ciro","2","Tre correnti del romanzo italiano d'oggi;Le fiamme in fiamme;La «belle époque» inaspettata;Senofonte, Anabasi;"
"Citati Pietro","9","Il mare dell'oggettività;La vecchia signora in chimono viola;L'antilingua;Inchiesta;Le fiabe africane;I racconti di Mamma l'Oca di Charles Perrault;II romanzo come spettacolo;Venezia: archetipo e utopia della città acquatica;Palomar nel Massachusetts;Dialogo di due scrittori in crisi;Charles Dickens, Our Mutuai Friend;La sfida al labirinto;La Meditazione milanese;"
"Clair ReneÃÅ","1","Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;"
"Clancier Anne","1","Non darò più fiato alle trombe;Queneau e I fiori blu;"
"ClareboudtJean","1","Natura e storia nel romanzo;Ditelo coi nodi;"
"Clarke Arthur Charles","1","La sfida al labirinto;Primo Levi, La ricerca delle radici;"
"Clausius RudolphJulius Emanuel","1","Ilya Prigogine e Isabelle Stengers, La nuova alleanza;"
"Clouzot Henri Georges","1","Filosofia e letteratura;La paura di sbagliare;"
"Cocchiara Giuseppe","5","Natura e storia nel romanzo;Il patrimonio dei draghi;L'antilingua;Le parità e le storie morali dei nostri villani di Serafino Amabile Guastella;Le fiabe del focolare di Jacob e Wilhelm Grimm;"
"Coca Vincenzo","1","Il rapporto con la luna;Del mantenere la calma;"
"CocteauJean","3","Tre correnti del romanzo italiano d'oggi;Le fiamme in fiamme;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Cocteau angelico, Caldwell moralista, Da Eschilo a García Lorca;"
"Cody William Frederick (Buffalo Bill)","2","Vittorini: progettazione e letteratura;La prima guerra d'Africa vista dai nostri padri e vista dagli abissini;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Co'isson Clara","1","L'antilingua;Vladimir Ja. Propp, Le radici storiche dei racconti di fate;"
"Colbert Jean-Baptiste","3","Natura e storia nel romanzo;Il viandante nella mappa;L'antilingua;I racconti di Mamma l'Oca di Charles Perrault;"
"Coleridge David Hartley","4","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Cartoline dall'America;Natura e storia nel romanzo;I livelli della realtà in letteratura;Ricordo di Emilio Cecchi;Vittorini: progettazione e letteratura;Perché leggere i classici;"
"Colet Louise","1","Tre correnti del romanzo italiano d'oggi;5. Molteplicità;"
"Collins Wilkie","1","Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;"
"Collodi Carlo (Carlo Lorenzini)","9","Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;Pavese: essere e fare;Carlo Collodi, Pinocchio;Vittorini: progettazione e letteratura;11 fantastico nella letteratura italiana;"
"Colombo Cristoforo","11","Natura e storia nel romanzo;Per Fourier: 3. Commiato. L'utopia pulviscolare;I livelli della realtà in letteratura;Com'era nuovo il Nuovo Mondo;Dialogo di due scrittori in crisi;Washington Irving;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;Due interviste su scienza e letteratura;Il tramonto della luna;Per una letteratura che chieda di più (Vittorini e il Sessantotto);Il terzo lato è il mare (Genova, Piazza Caricamento);"
"Colonna Francesco","1","Natura e storia nel romanzo;La città scritta: epigrafi e graffiti;"
"Columella Giunio Moderato","3","Natura e storia nel romanzo;II maiale e l'archeologo;"
"Comisso Giovanni","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Como Perry","1","Definizioni di territori: l'erotico (Il sesso e il riso);Diario dell'ultimo venuto;"
"Comparetti Domenico","2","L'antilingua;Le parità e le storie morali dei nostri villani di Serafino Amabile Guastella;Vittorini: progettazione e letteratura;Novelline popolari siciliane di Giuseppe Pitrè Territori limitrofi: il fantastico, il patetico, l'ironia;"
"Comte Auguste","1","Ilya Prigogine e Isabelle Stengers, La nuova alleanza;"
"ConradJoseph (TeodorJozef Konrad NalecÃßzKorzeniow¬≠ ski)","22","Natura e storia nel romanzo;I livelli della realtà in letteratura;Appendice: Sotto quella pietra;Il viandante nella mappa;Tre correnti del romanzo italiano d'oggi;Appendice: Cominciare e finire;Pavese: essere e fare;La linea d'ombra di Joseph Conrad;Joseph Conrad scrittore poeta e uomo di mare;I capitani di Conrad;Dialogo di due scrittori in crisi;Cento anni di Maupassant;Ricordo di Emilio Cecchi;La sfida al labirinto;Primo Levi, La ricerca delle radici;L'italiano, una lingua tra le altre lingue;Risposte a 9 domande sul romanzo;Vittorini: progettazione e letteratura;Appunti per una collana di ricerca morale;II romanzo come spettacolo;Palomar nel Massachusetts;"
"Considerant Victor","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Ricordo di Franco Antonicelli;"
"ConstableJohn","1","Definizioni di territori: il comico;Una mostra di William Turner;"
"Constane de Rebecque Henri Benjamin","2","Dialogo di due scrittori in crisi;Gustave Flaubert, Trois contes;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Saggi sull'amore di Ortega y Gasset;"
"Conte Giuseppe","4","L'oceano e il ragazzo di Giuseppe Conte;La sfida al labirinto;"
"Contini Gianfranco","4","Vittorini: progettazione e letteratura;Furti ad arte (conversazione con Tullio Pericoli);Natura e storia nel romanzo;I livelli della realtà in letteratura;Tre correnti del romanzo italiano d'oggi;1. Leggerezza;La sfida al labirinto;Ricordo di Lucio Mastronardi;"
"Copernico NiccoloÃÄ","4","Tre correnti del romanzo italiano d'oggi;1. Leggerezza;Cyrano sulla Luna;Dialogo di due scrittori in crisi;Il libro della natura in Galileo;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Pietro Redondi, Galileo eretico;"
"CoppeÃÅe FrancÃßois","1","Natura e storia nel romanzo;Scrittori che disegnano;"
"Corbi Bruno","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;L'estate del '56;"
"Corbino Epicarmo","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Corelli Lia","1","Filosofia e letteratura;Tra i pioppi della risaia la «cinecittà» delle mondine;"
"Corneille Pierre","1","Natura e storia nel romanzo;I livelli della realtà in letteratura;"
"Coronelli Vincenzo","2","Natura e storia nel romanzo;Il viandante nella mappa;"
"Correggio (Antonio Allegri)","1","Vittorini: progettazione e letteratura;Furti ad arte (conversazione con Tullio Pericoli);"
"CortazarJulio","6","L'antitesi operaia;Julio Cortàzar, Storie di cronopios e di fama);In memoria di Cortàzar;"
"CorteÃÅs Hernan","12","Per chi si scrive? (Lo scaffale ipotetico);Montezuma e Cortés;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;"
"Cortese Valentina","1","Filosofia e letteratura;Le amiche e Pavese (lettera aperta a Michelangelo Antonioni);"
"Corti Maria","2","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Intervista di Maria Corti;"
"Costantino Il- re di Grecia","1","Fuori le mura dí Vassílikós;"
"Costantinova Ljena","2","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Courbet Gustave","1","Il mondo alla rovescia;Cartoline dall'America;"
"Courteline Georges","1","La sfida al labirinto;Silvio Micheli, Pane duro;"
"Coyer FrancÃßois-abbeÃÅ","1","Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;"
"Coypel Charles Antoine","1","L'antilingua;I racconti di Mamma l'Oca di Charles Perrault;"
"Cranach Lucas il Vecchio","2","Vittorini: progettazione e letteratura;Furti ad arte (conversazione con Tullio Pericoli);Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Grassi e magri;"
"Crane Stephen","1","L'antitesi operaia;Hemingway e noi;"
"Crevenna Alfredo","1","Filosofia e letteratura;La paura di sbagliare;"
"Crick Francis Harry Compton","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Crispi Francesco","1","Vittorini: progettazione e letteratura;La prima guerra d'Africa vista dai nostri padri e vista dagli abissini;"
"Croce Benedetto","15","Tre correnti del romanzo italiano d'oggi;1. Leggerezza;L'italiano, una lingua tra le altre lingue;L'antilingua;La mappa delle metafore (Il Pentamerone di G.B. Basile);Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;Appunti per una collana di ricerca morale;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;Autobiografia politica giovanile;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Ritratto di Massimo Mila;"
"Croce Fulvio","1","Due interviste su scienza e letteratura;Al di là della paura;"
"Crosby Bing","3","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"CruickshankJohn","1","L'antitesi operaia;La filosofia di Raymond Queneau;"
"Cruikshank George","1","II romanzo come spettacolo;Venezia: archetipo e utopia della città acquatica;"
"Cucco Marinette","1","Natura e storia nel romanzo;Ditelo coi nodi;"
"CuisenierJean","1","Natura e storia nel romanzo;Il patrimonio dei draghi;"
"Cunliffe Marcus","1","L'antitesi operaia;Hemingway e noi;"
"Curcio Renato","1","Due interviste su scienza e letteratura;Le cose mai uscite da quella prigione;"
"Curie EÃÄve","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"CurwoodJames Oliver","1","Pavese: essere e fare;Joseph Conrad scrittore poeta e uomo di mare;"
"Cyrano de Bergerac Hector Savinien de","10","Natura e storia nel romanzo;Per Fourier: 3. Commiato. L'utopia pulviscolare;Tre correnti del romanzo italiano d'oggi;1. Leggerezza;Cyrano sulla Luna;"
"Dabormida Vittorio","1","Vittorini: progettazione e letteratura;La prima guerra d'Africa vista dai nostri padri e vista dagli abissini;"
"DaliÃÄ Salvador","2","Filosofia e letteratura;Luis Butiuel;Definizioni di territori: l'erotico (Il sesso e il riso);Diario dell'ultimo venuto;"
"Dallenbach Lucien","1","Natura e storia nel romanzo;I livelli della realtà in letteratura;"
"D'Ambra Lucio","1","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"D'Amico Masolino","1","Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;"
"Damish Hubert","1","Tre correnti del romanzo italiano d'oggi;4. Visibilità;"
"D'Ancona Alessandro","2","L'antilingua;Le parità e le storie morali dei nostri villani di Serafino Amabile Guastella;Vittorini: progettazione e letteratura;Novelline popolari siciliane di Giuseppe Pitrè Territori limitrofi: il fantastico, il patetico, l'ironia;"
"Daniel Arnaut","1","La filosofia di Raymond Queneau;"
"D'Annunzio Gabriele","10","Definizioni di territori: l'erotico (Il sesso e il riso);Diario dell'ultimo venuto;Il mare dell'oggettività;La redenzione degli oggetti;La «belle époque» inaspettata;Poe tradotto da Manganelli;La sfida al labirinto;L'esattezza e il caso (per Tommaso Landolfi);Lo scoglio di Montale;L'antitesi operaia;Hemingway e noi;L'italiano, una lingua tra le altre lingue;Mancata fortuna del romanzo italiano;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Album di francobolli;"
"D'Arco Avalle Silvio","1","La sfida al labirinto;Eugenio Montale, Forse un mattino andando;"
"Dario I- imperatore persiano","3","Tre correnti del romanzo italiano d'oggi;Le fiamme in fiamme;Le sculture e i nomadi;"
"Dario Il- imperatore persiano","1","Tre correnti del romanzo italiano d'oggi;Le sculture e i nomadi;"
"D'Arrigo Stefano","1","La sfida al labirinto;Primo Levi, La ricerca delle radici;"
"Darwin Charles Robert","4","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;La sfida al labirinto;Primo Levi, La ricerca delle radici;Vittorini: progettazione e letteratura;Sette fiasche di lacrime;"
"Daudet LeÃÅon","1","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Daumier HonoreÃÅ","1","Pavese: essere e fare;La città-romanzo in Balzac;"
"DautyJean","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Indice dei nomi;"
"DaviÃÄ Luigi","4","La sfida al labirinto;Luigi Davì, l'operaio che scrive racconti;"
"DavidJacques-Louis","2","Natura e storia nel romanzo;Un romanzo dentro un quadro;La squadratura (per Giulio Paolini);"
"DavisJefferson Finis","1","La macchina spasmodica;Cartoline dall'America;"
"Day Dorothy","1","Cartoline dall'America;"
"De Amicis Edmondo","7","Amore e ginnastica dí Edmondo De Amicis;Dialogo di due scrittori in crisi;Un'amara serenità;Lettera a Pratolini sul Metello;Vittorini: progettazione e letteratura;Sette fiasche di lacrime;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Debenedetti Giacomo","3","La sfida al labirinto;L'esattezza e il caso (per Tommaso Landolfi);Le donne di Messina;Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Debout-Oleskiewicz Simone","6","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;L'estate del '56;Lezioni americane;Narratori, poeti, saggisti;Indice dei nomi;"
"De Broglie Louis","3","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fleming e borsa nera, De Broglie e Bikini, Picasso e l'ortolano;Un'amara serenità;Lettera a Pratolini sul Metello;"
"De Carolis Adolfo","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Album di francobolli;"
"Decebalo- re dei Daci","3","Natura e storia nel romanzo;La Colonna Traiana raccontata;"
"Dechend Herta von","2","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"De Chirico Giorgio","3","Natura e storia nel romanzo;Il museo dei mostri di cera;La città pensata: la misura degli spazi;L'italiano, una lingua tra le altre lingue;Umanesimo e marxismo;"
"De Cristoforis Tommaso","1","Vittorini: progettazione e letteratura;La prima guerra d'Africa vista dai nostri padri e vista dagli abissini;"
"De Dominis Marco Antonio","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Pietro Redondi, Galileo eretico;"
"De Filippo Eduardo","1","Vittorini: progettazione e letteratura;Furti ad arte (conversazione con Tullio Pericoli);"
"Defoe Daniel","14","Due interviste su scienza e letteratura;Pavese: essere e fare;Piccola antologia di ottave;Vittorini: progettazione e letteratura;L'avventura sottomarina;Natura e storia nel romanzo;I livelli della realtà in letteratura;Dialogo di due scrittori in crisi;Defoe: Robinson Crusoe, il giornale delle virtù mercantili;La sfida al labirinto;Primo Levi, La ricerca delle radici;L'italiano, una lingua tra le altre lingue;Risposte a 9 domande sul romanzo;La «Biblioteca romantica» Mondadori;Filosofia e letteratura;Glí amori difficili dei romanzi coi film;"
"Defontenay","1","La filosofia di Raymond Queneau;"
"De Gasperi Alcide","5","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;Elezioni e cultura;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Togliatti e De Gasperi;"
"Delacroix EugeÃÄne","9","Natura e storia nel romanzo;Un romanzo dentro un quadro;Il mondo alla rovescia;Cartoline dall'America;"
"Del Beccaro Felice","1","Pavese: essere e fare;Carlo Collodi, Pinocchio;"
"Del Bo Giuseppe","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Ricordo di Franco Antonicelli;"
"Del Boca Angelo","2","L'italiano, una lingua tra le altre lingue;La letteratura italiana sulla Resistenza;"
"Del Buono Oreste","2","il dottor Jekyll tradotto da Fruttero & Lucentini;L'italiano, una lingua tra le altre lingue;La letteratura italiana sulla Resistenza;"
"Deledda Grazia","2","La sfida al labirinto;È stato così di Natalia Ginzburg;Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Delfini Antonio","1","Vittorini: progettazione e letteratura;Letteratura e potere (su un saggio di Alberto Asor Rosa);"
"Del Giudice Daniele","2","Ricordo di Bobi Bazlen;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Situazione 1978;"
"Della Bella Stefano","1","Natura e storia nel romanzo;Com'era nuovo il Nuovo Mondo;"
"Della Monica Walter","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Il dialetto;"
"Della Porta Giambattista","1","La sfida al labirinto;Notizia su Giorgio Manganelli;"
"Del Noce Augusto","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Ricordo di Felice Balbo;"
"De Luca Carmine","1","Un'amara serenità;Gianni Rodari;"
"Delvaux Paul","1","Natura e storia nel romanzo;Il museo dei mostri di cera;"
"De Marchi Emilio","2","Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;Un'antologia di racconti «neri»;"
"De Martino Ernesto","3","Le lettere di Pavese;L'antilingua;Le fiabe del focolare di Jacob e Wilhelm Grimm;Vittorini: progettazione e letteratura;Sette fiasche di lacrime;"
"De Mauro Tullio","1","Un'amara serenità;Gianni Rodari;"
"Dembowski Matilde","1","La «belle époque» inaspettata;La conoscenza pulviscolare in Stendhal;"
"Democrito","2","Il mare dell'oggettività;La luce negli occhi;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Pietro Redondi, Galileo eretico;"
"De Quincey Thomas","4","Tre correnti del romanzo italiano d'oggi;2. Rapidità;Il rapporto con la luna;Delitto in Europa;"
"De Robertis Giuseppe","1","II romanzo come spettacolo;Palomar nel Massachusetts;"
"De Roberto Federico","1","Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;"
"Derrida Jacques","1","Colloquio con Ferdinando Camon;"
"De Ruggiero Guido","1","Per Fourier: 1. La società amorosa;Autobiografia politica giovanile;"
"De Sanctis Francesco","4","Pavese: essere e fare;Ariosto: la struttura dell'Orlando Furioso;Vittorini: progettazione e letteratura;Letteratura e potere (su un saggio di Alberto Asor Rosa);Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Nord e Roma-Sud;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Togliatti e De Gasperi;"
"Desanti J. Dominique","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Indice dei nomi;"
"De Santis Giuseppe","6","L'italiano, una lingua tra le altre lingue;Letteratura, città aperta?;Filosofia e letteratura;Tra i pioppi della risaia la «cinecittà» delle mondine;"
"De Seta Cesare","1","La città pensata: la misura degli spazi;"
"De Sica Vittorio","3","L'italiano, una lingua tra le altre lingue;Letteratura, città aperta?;Filosofia e letteratura;I1 realismo italiano nel cinema e nella narrativa;Quattro domande sul cinema italiano;"
"Desroche Henri","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Una pietra sopra;"
"Destutt de Tracy Antoine-Louis-Claude","1","La conoscenza pulviscolare in Stendhal;"
"Detienne Marcel","2","Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;"
"Devoto Giorgio","1","11 taciturno ciarliero (per Giorgio Caproni);"
"Diaz del Castillo Bernal","5","Vittorini: progettazione e letteratura;Libri di cavalleria: Tírant lo Blanc;Per chi si scrive? (Lo scaffale ipotetico);Montezuma e Cortés;"
"Diaz Furio","2","Vittorini: progettazione e letteratura;Letteratura e potere (su un saggio di Alberto Asor Rosa);Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;L'estate del '56;"
"Dickens Charles","22","II romanzo come spettacolo;Venezia: archetipo e utopia della città acquatica;Palomar nel Massachusetts;Natura e storia nel romanzo;Un progetto di pubblico;Gli dèi della città;La città pensata: la misura degli spazi;Tre correnti del romanzo italiano d'oggi;4. Visibilità;Appendice: Cominciare e finire;Pavese: essere e fare;La città-romanzo in Balzac;Dialogo di due scrittori in crisi;Charles Dickens, Our Mutuai Friend;Mark Twain, L'uomo che corruppe Hadleyburg;La sfida al labirinto;Ricordo di Lucio Mastronardi;Un'amara serenità;Rancore di Stefano Terra;Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;Perché leggere i classici;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;Colloquio con Ferdinando Camon;"
"Dickinson Emily","1","Tre correnti del romanzo italiano d'oggi;1. Leggerezza;"
"Diderot Denis","15","Filosofia e letteratura;Su Pasolini: una risposta a Moravia;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Intervista di Maria Corti;Il patrimonio dei draghi;Il mare dell'oggettività;La redenzione degli oggetti;Tre correnti del romanzo italiano d'oggi;2. Rapidità;Appendice: Cominciare e finire;Dialogo di due scrittori in crisi;Denis Diderot, Jacques le fataliste;L'antitesi operaia;L'insostenibile leggerezza dell'essere di Milan Kundera;Manniano all'incontrario;Ilya Prigogine e Isabelle Stengers, La nuova alleanza;"
"Dietrich Marlene","2","Cecchi in Messico;Filosofia e letteratura;L'infernale Quinlan di Orson Welles;"
"Di Giacomo Salvatore","1","La sfida al labirinto;Primo Levi, La ricerca delle radici;"
"Di Mauro Leonardo","1","La città pensata: la misura degli spazi;"
"DioleÃÅ Philippe","4","Vittorini: progettazione e letteratura;L'avventura sottomarina;"
"Dionigi Aeropagita","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Pietro Redondi, Galileo eretico;"
"Disney Walt","4","L'antilingua;Le fiabe del focolare di Jacob e Wilhelm Grimm;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;L'antitesi operaia;Manniano all'incontrario;"
"Doblin Alfred","1","La sfida al labirinto;L'esattezza e il caso (per Tommaso Landolfi);"
"Dolci Danilo","1","Vittorini: progettazione e letteratura;Appunti per una collana di ricerca morale;"
"Donatello","1","Ricordo di Emilio Cecchi;"
"Donini Filippo","1","Dialogo di due scrittori in crisi;Charles Dickens, Our Mutuai Friend;"
"Donizetti Gaetano","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Esami;"
"DonneJohn","1","La sfida al labirinto;Notizia su Giorgio Manganelli;"
"D'Onofrio Salvatore","1","La sfida al labirinto;Luigi Malerba, Le parole abbandonate;"
"DoreÃÅ Gustave","1","Natura e storia nel romanzo;Il patrimonio dei draghi;"
"Doria Andrea","1","Per una letteratura che chieda di più (Vittorini e il Sessantotto);Liguria;"
"Doskoi M.","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Dos Passos John","1","La sfida al labirinto;L'esattezza e il caso (per Tommaso Landolfi);"
"Dostoevskij Fedor Michajlovi√®","38","L'antitesi operaia;Perec, La vita istruzioni per l'uso;Natura e storia nel romanzo;Note sul linguaggio politico;Appendice: Sotto quella pietra;La Colonna Traiana raccontata;Il mare dell'oggettività;La forma dell'albero;Filosofia e letteratura;Glí amori difficili dei romanzi coi film;Su Pasolini: una risposta a Moravia;Il mondo alla rovescia;Cartoline dall'America;Per Fourier: 1. La società amorosa;Autobiografia politica giovanile;Per Fourier: 2. L'ordinatore dei desideri;Ricordo di Franco Antonicelli;Un progetto di pubblico;Tre correnti del romanzo italiano d'oggi;5. Molteplicità;Pavese: essere e fare;Joseph Conrad scrittore poeta e uomo di mare;I capitani di Conrad;Dialogo di due scrittori in crisi;Charles Dickens, Our Mutuai Friend;La sfida al labirinto;Ricordo di Lucio Mastronardi;Silvio Micheli, Pane duro;Memoriale di Paolo Volponi;Bachtin;Manniano all'incontrario;Pasternak e la rivoluzione;L'italiano, una lingua tra le altre lingue;Risposte a 9 domande sul romanzo;Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;Amica ironia di Guido Almansi;Una nuova collana: i «Centopagine» Einaudi;La «Biblioteca romantica» Mondadori;Perché leggere i classici;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;Taccuino di viaggio nell'Unione Sovietica;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);"
"Dowling Doris","3","Filosofia e letteratura;Tra i pioppi della risaia la «cinecittà» delle mondine;"
"Doyle Arthur Conan","2","Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;Per chi si scrive? (Lo scaffale ipotetico);Carlo Ginzburg, Spie: radici di un paradigma indiziario;"
"Dreiser Theodore Herman Albert","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Duchamp Marcel","2","L'antitesi operaia;Omaggio a Octavio Paz;La squadratura (per Giulio Paolini);"
"Diihring Karl Eugen","2","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Le età dell'uomo;Bibliografia della critica;"
"Dumas Alexandre","4","Natura e storia nel romanzo;Un romanzo dentro un quadro;L'isola del tesoro ha il suo segreto;Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Dumas Alexandre (figlio)","1","Natura e storia nel romanzo;Scrittori che disegnano;"
"Dumas Georges","1","Vittorini: progettazione e letteratura;Sette fiasche di lacrime;"
"Duran Diego","1","Per chi si scrive? (Lo scaffale ipotetico);Cannibali e re di Marvin Harris;"
"Diirer Albrecht","2","Il mare dell'oggettività;La luce negli occhi;La sfida al labirinto;Foglio di via di Franco Fortini;"
"Dyson Freeman","6","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Turbare l'universo di Freeman Dyson;"
"Eckout Albert","1","Natura e storia nel romanzo;Com'era nuovo il Nuovo Mondo;"
"Eco Umberto","8","La sfida al labirinto;L'oceano e il ragazzo di Giuseppe Conte;Manganelli, Hilarotragoedia;Filosofia e letteratura;Charlot e i finti tonti;Manganelli, Centuria;Vittorini: progettazione e letteratura;Gian Carlo Ferretti, Il best-seller all'italiana;La «tematica industriale»;"
"Eddington Arthur Stanley","1","Per Fourier: 1. La società amorosa;Autobiografia politica giovanile;"
"Ehrenburg Il'ja Grigorevi√®","6","La sfida al labirinto;il futuro ha un cuore antico di Carlo Levi;L'antitesi operaia;Nekrasov, un caso di coscienza;Vittorini: progettazione e letteratura;Libri per la discussione;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;Fleming e borsa nera, De Broglie e Bikini, Picasso e l'ortolano;"
"Eichendorff Joseph Karl von","7","Tre correnti del romanzo italiano d'oggi;4. Visibilità;La sfida al labirinto;Fruttero & Lucentini, Il palio delle contrade morte;Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;11 fantastico nella letteratura italiana;Una nuova collana: i «Centopagine» Einaudi;La «Biblioteca romantica» Mondadori;"
"Eiffel Alexandre Gustave","1","Natura e storia nel romanzo;Com'era nuovo il Nuovo Mondo;"
